name,dwi,t1,mask,table,surface,labelname,overlapping,create_tar,probtrackParam,memory
T0125-1-1-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-1-4yr/Input_Civility_DWISpace/T0125-1-1-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-1-4yr/T1ToDWISpace/00_QC_Visualization/T0125-1-1-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-1-4yr/Input_Civility_DWISpace/T0125-1-1-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-1-4yr/Input_Civility_DWISpace/stx_T0125-1-1-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0125-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-2-4yr/Input_Civility_DWISpace/T0125-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0125-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-2-4yr/Input_Civility_DWISpace/T0125-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCPoor/T0125-1-2-4yr/Input_Civility_DWISpace/stx_T0125-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0126-1-1-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0126-1-1-4yr/Input_Civility_DWISpace/T0126-1-1-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0126-1-1-4yr/T1ToDWISpace/00_QC_Visualization/T0126-1-1-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0126-1-1-4yr/Input_Civility_DWISpace/T0126-1-1-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0126-1-1-4yr/Input_Civility_DWISpace/stx_T0126-1-1-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0126-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCVeryPoor/T0126-1-2-4yr/Input_Civility_DWISpace/T0126-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCVeryPoor/T0126-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0126-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCVeryPoor/T0126-1-2-4yr/Input_Civility_DWISpace/T0126-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCVeryPoor/T0126-1-2-4yr/Input_Civility_DWISpace/stx_T0126-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0130-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0130-1-2-4yr/Input_Civility_DWISpace/T0130-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0130-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0130-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0130-1-2-4yr/Input_Civility_DWISpace/T0130-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0130-1-2-4yr/Input_Civility_DWISpace/stx_T0130-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0132-1-1-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-1-4yr/Input_Civility_DWISpace/T0132-1-1-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-1-4yr/T1ToDWISpace/00_QC_Visualization/T0132-1-1-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-1-4yr/Input_Civility_DWISpace/T0132-1-1-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-1-4yr/Input_Civility_DWISpace/stx_T0132-1-1-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0132-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-2-4yr/Input_Civility_DWISpace/T0132-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0132-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-2-4yr/Input_Civility_DWISpace/T0132-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0132-1-2-4yr/Input_Civility_DWISpace/stx_T0132-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0135-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCGood/T0135-1-2-4yr/Input_Civility_DWISpace/T0135-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCGood/T0135-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0135-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCGood/T0135-1-2-4yr/Input_Civility_DWISpace/T0135-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCGood/T0135-1-2-4yr/Input_Civility_DWISpace/stx_T0135-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0137-1-2-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0137-1-2-4yr/Input_Civility_DWISpace/T0137-1-2-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0137-1-2-4yr/T1ToDWISpace/00_QC_Visualization/T0137-1-2-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0137-1-2-4yr/Input_Civility_DWISpace/T0137-1-2-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0137-1-2-4yr/Input_Civility_DWISpace/stx_T0137-1-2-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
T0139-1-1-4yr_DestFinal,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0139-1-1-4yr/Input_Civility_DWISpace/T0139-1-1-4yr_42_DWI_QCed_VC_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0139-1-1-4yr/T1ToDWISpace/00_QC_Visualization/T0139-1-1-4yr_T1_SkullStripped_scaled_DWISpace.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0139-1-1-4yr/Input_Civility_DWISpace/T0139-1-1-4yr_Original_DWI_BrainMask_1mm.nrrd,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/jsonFilesForCivility/TABLE_Destrieux_SubCorticals_BrainStem.json,/work/maria5/EBDS_CIVILITY/LongitudinalConnectome_PostRegError/PreCIVILITY/Twin/4Yr/T42/T2QCFair/T0139-1-1-4yr/Input_Civility_DWISpace/stx_T0139-1-1-4yr_T1_CombinedSurface_white_Destrieux_WithSubcorticals.vtk,Destrieux,TRUE,FALSE,"""-P 1000 --steplength=0.75 --sampvox=0.5""","""--mem=50g"""
